Wall time,Step,Value
1689833190.0774205,30,-0.048136886209249496
1689833222.4304404,50,-0.06127675250172615
1689833241.0938704,60,0.0036888946779072285
1689833269.847761,80,0.07899970561265945
1689833295.6613057,100,-0.017717555165290833
1689833307.7172189,110,-0.028542084619402885
1689833322.7427118,120,-0.020818809047341347
1689833339.489365,130,-0.04171183332800865
1689833356.721028,140,0.06763389706611633
1689833367.4659703,150,-0.0030563422478735447
1689833381.8170333,160,-0.06731552630662918
1689833392.853321,170,0.013928726315498352
1689833408.9370954,180,-0.05059429258108139
1689833422.3962862,190,0.009585640393197536
1689833434.9427786,200,-0.0017878975486382842
1689833460.5243442,220,-0.025248480960726738
1689833485.4131744,240,0.018179530277848244
1689833495.8697495,250,-0.004004181828349829
1689833562.193994,300,-0.01593986712396145
1689833573.1377368,310,-0.025676118209958076
1689833583.6526904,320,0.07596324384212494
1689833596.728285,330,0.0915587916970253
1689833613.1395445,340,-0.10766230523586273
1689833637.9924982,360,-0.005001308396458626
1689833677.7089524,390,-0.023968469351530075
1689833691.7385468,400,0.07474684715270996
1689833724.0304945,420,-0.009453651495277882
1689833738.6261048,430,0.1850484162569046
1689833749.6516924,440,0.10234320908784866
1689833762.881909,450,0.07957395911216736
1689833796.1653633,470,0.007464281283318996
1689833829.7730103,490,-0.1605546772480011
1689833841.424058,500,-0.0015588096575811505
1689833879.033278,530,-0.009305504150688648
1689833889.5692375,540,0.0011182938469573855
1689833903.8462636,550,0.07723071426153183
1689833919.3813388,560,0.041180506348609924
1689833930.2611713,570,-0.013844831846654415
1689833971.204013,600,-0.043980978429317474
1689833987.7906168,610,-0.015508965589106083
1689834019.9576247,630,-0.06911972165107727
1689834033.3343518,640,-0.04108894243836403
1689834047.9531758,650,-0.07977881282567978
1689834062.5415666,660,-0.11814797669649124
1689834080.8831143,670,-0.025845637544989586
1689834094.7445037,680,-0.0808800682425499
1689834114.0315692,690,-0.0175290796905756
1689834136.881833,710,0.09260693192481995
1689834155.046766,720,-0.03740112856030464
1689834167.1958983,730,-0.0484229251742363
1689834180.7350888,740,0.0018820744007825851
1689834214.3049426,760,-0.036345355212688446
1689834240.8103523,780,0.07049267739057541
1689834253.16268,790,0.0989779457449913
1689834289.0813925,810,-0.0077913603745400906
1689834300.8339076,820,0.20092231035232544
1689834330.9295475,840,0.0014346570242196321
1689834339.939878,850,0.005625023506581783
1689834350.3959188,860,-0.03506573289632797
1689834363.9895327,870,-0.02094947174191475
1689834376.1983283,880,-0.019006900489330292
1689834388.5099041,890,0.11988871544599533
1689834416.5216722,910,-0.013175930827856064
1689834429.450744,920,0.10387607663869858
1689834440.599353,930,-0.043267883360385895
1689834450.0314794,940,-0.02913268469274044
1689834517.3848252,990,-0.019441453740000725
1689834529.5049162,1000,0.10271932184696198
1689834557.7848182,1020,0.0005088356556370854
1689834588.144159,1040,0.10173270106315613
1689834603.3307066,1050,-0.13633942604064941
1689834619.0905206,1060,-0.01684083603322506
1689834669.3719447,1090,-0.05958665907382965
1689834731.923775,1130,0.09118963032960892
1689834768.5138211,1160,-0.017253844067454338
1689834801.8714802,1180,-0.0677349865436554
1689834812.59185,1190,0.0808943435549736
1689834826.774261,1200,-0.02702978067100048
1689834890.4506147,1240,-0.05363453924655914
1689834908.388444,1250,-0.22535352408885956
1689834921.138587,1260,-0.01132169645279646
1689834938.4782019,1270,-0.07219365984201431
1689834968.12947,1290,-0.010641013272106647
1689834990.9188986,1300,0.05295134335756302
1689835031.2399123,1330,-0.04680970683693886
1689835082.4772656,1360,0.16803117096424103
1689835095.9735768,1370,0.22236695885658264
1689835122.461403,1390,-0.02565857023000717
1689835150.8565068,1410,-0.04357720911502838
1689835166.6283505,1420,-0.058180537074804306
1689835177.0158207,1430,0.015796158462762833
1689835189.3799114,1440,-0.005002859514206648
1689835199.8925056,1450,0.008718336001038551
1689835217.6482804,1460,-0.0177451204508543
1689835248.5029187,1480,1.1270466529822443e-05
1689835257.6530619,1490,-0.02215053327381611
1689835271.5009255,1500,-0.04062630236148834
1689835287.9604423,1510,0.04267171770334244
1689835320.363754,1530,0.09853717684745789
1689835338.8850236,1540,-0.03408864140510559
1689835355.1564598,1550,0.09920711070299149
1689835384.6860576,1570,0.051465537399053574
1689835397.9682517,1580,-0.00819417741149664
1689835412.462329,1590,0.04620767757296562
1689835439.3142982,1610,-0.041487209498882294
1689835451.805881,1620,0.015513447113335133
1689835479.9615157,1640,-0.01741064339876175
1689835496.2658496,1650,0.0796651691198349
1689835525.8193047,1670,-0.010458714328706264
1689835537.5796628,1680,-0.005597331095486879
1689835549.8715627,1690,0.004376268945634365
1689835578.4706557,1710,-0.025815872475504875
1689835638.5580359,1750,-0.014154640957713127
1689835650.9680514,1760,0.021190229803323746
1689835667.4463732,1770,0.05435759946703911
1689835679.0894597,1780,-0.005013642832636833
1689835708.9216175,1800,0.1021881178021431
1689835727.0521815,1810,-0.07755152881145477
1689835756.7268457,1830,0.08400609344244003
1689835779.697612,1850,-0.0014997259713709354
1689835792.888513,1860,-0.01339063048362732
1689835806.5346375,1870,0.0893021672964096
1689835815.2913475,1880,0.019464321434497833
1689835842.083344,1900,-0.01870441995561123
1689835859.5182016,1910,-0.019575562328100204
1689835964.1370263,1980,0.09181421995162964
1689836020.540826,2020,0.2068919539451599
1689836071.2819808,2050,0.0691310465335846
1689836086.3652663,2060,-0.01957363821566105
1689836099.3732195,2070,0.01229402981698513
1689836122.0901008,2080,-0.11809437721967697
1689836188.5592713,2120,-0.0884648934006691
1689836206.1632679,2130,0.1511116623878479
1689836227.78105,2140,-0.07255411893129349
1689836241.6984644,2150,0.19343990087509155
1689836282.9783854,2180,0.09255009889602661
1689836299.6368651,2190,-0.08749289810657501
1689836320.8894663,2200,-0.01498688105493784
1689836339.4610474,2210,-0.14330188930034637
1689836353.831555,2220,0.06182761490345001
1689836370.7202718,2230,-0.029606422409415245
1689836405.5200055,2250,0.18558792769908905
1689836418.1790774,2260,0.066551573574543
1689836436.808678,2270,-0.018759455531835556
1689836474.1814268,2290,-0.05252879112958908
1689836487.0133238,2300,-0.020827095955610275
1689836502.9906747,2310,-0.013051738031208515
1689836518.9337583,2320,-0.034152500331401825
1689836539.8431888,2330,-0.08874183893203735
1689836564.6272628,2340,-0.12478746473789215
1689836612.272626,2370,-0.02091125026345253
1689836625.0269096,2380,0.20216602087020874
1689836658.845309,2400,0.08355902880430222
1689836717.6962805,2440,-0.09836611896753311
1689836729.5249157,2450,0.09068994224071503
1689836759.9711072,2470,0.2196200042963028
1689836771.0247414,2480,-0.015194638632237911
1689836782.6128914,2490,0.008725968189537525
1689836796.9890208,2500,-0.042125724256038666
1689836815.5474653,2510,-0.10348988324403763
1689836833.0499475,2520,0.2043224424123764
1689836870.3207374,2550,-0.01496023777872324
1689836919.0974357,2580,0.036171428859233856
1689836934.1000993,2590,0.17017579078674316
1689836948.3623981,2600,-0.06812101602554321
1689836965.0473232,2610,0.2020968347787857
1689837004.0839179,2630,0.0037512206472456455
1689837066.330774,2670,0.26338377594947815
1689837108.3537421,2690,-0.08158369362354279
1689837142.7500823,2710,-0.003116967622190714
1689837163.0380278,2720,0.0974712148308754
1689837174.8184206,2730,0.010720524936914444
1689837185.6066992,2740,-0.021960116922855377
1689837199.4465635,2750,0.005650013219565153
1689837234.8193872,2770,0.13111743330955505
1689837248.0128577,2780,0.11621969938278198
1689837276.2702186,2800,0.1188584715127945
1689837309.9845788,2820,0.1303815394639969
1689837341.5998359,2840,-0.03897577151656151
1689837407.9250472,2890,-0.02088913694024086
1689837438.6612115,2910,-0.007033102214336395
1689837457.1164217,2920,-0.10253649204969406
1689837485.9878423,2940,0.12352772057056427
1689837499.8095345,2950,0.01465311273932457
